LAT,LON,YEAR,MO,DY,T2M,T2MDEW,TS,PRECTOTCORR,PS
3.25,-75.75,2021,5,6,18.04,15.91,18.29,2,82.78
3.25,-75.25,2021,5,6,20.68,17.67,20.76,2.43,86.87
3.25,-74.75,2021,5,6,20.8,17.99,20.84,3.04,87.97
3.25,-74.25,2021,5,6,19.71,18.05,19.77,3.58,88.23
3.25,-73.75,2021,5,6,22.75,21.25,22.56,3.05,94.67
3.25,-73.25,2021,5,6,24.83,22.52,24.56,1.68,97.7
3.25,-72.75,2021,5,6,25.57,23.05,25.44,1.03,98.65
3.75,-76.75,2021,5,6,22.1,19.37,22.79,1.09,91.51
3.75,-76.25,2021,5,6,17.24,15.17,17.76,0.94,81.36
3.75,-75.75,2021,5,6,17.44,15.38,17.88,1.34,81.59
3.75,-75.25,2021,5,6,21.91,18.11,22.06,1.63,88.09
3.75,-74.75,2021,5,6,21.73,17.82,21.85,1.91,88.07
3.75,-74.25,2021,5,6,17.74,15.47,17.99,2,83.21
3.75,-73.75,2021,5,6,20.5,18.62,20.48,1.49,89.71
3.75,-73.25,2021,5,6,24.53,21.5,24.38,0.67,96.46
3.75,-72.75,2021,5,6,25.86,22.51,25.84,0.27,98.58
4.25,-76.75,2021,5,6,23.26,20.81,23.65,0.94,94.48
4.25,-76.25,2021,5,6,19.38,17.42,19.82,0.78,86.2
4.25,-75.75,2021,5,6,16.66,14.75,17.03,0.93,80.4
4.25,-75.25,2021,5,6,20.62,17.06,20.75,1.06,86.23
4.25,-74.75,2021,5,6,21.24,17.21,21.31,1.03,87.18
4.25,-74.25,2021,5,6,17.5,14.69,17.72,0.81,81.68
4.25,-73.75,2021,5,6,17.47,15.58,17.67,0.44,83.12
4.25,-73.25,2021,5,6,23.34,20.05,23.28,0.15,93.62
4.25,-72.75,2021,5,6,25.79,21.89,25.81,0.04,97.87
4.75,-76.75,2021,5,6,23.62,21.79,23.58,1.44,96.46
4.75,-76.25,2021,5,6,20.56,18.98,20.7,1.07,89.6
4.75,-75.75,2021,5,6,16.65,14.8,16.85,0.75,80.65
4.75,-75.25,2021,5,6,18.8,15.73,18.83,0.68,83.68
4.75,-74.75,2021,5,6,20.26,16.3,20.29,0.53,85.73
4.75,-74.25,2021,5,6,18.46,14.76,18.72,0.25,82.39
4.75,-73.75,2021,5,6,15.03,13.15,15.42,0.07,77.76
4.75,-73.25,2021,5,6,19.83,17.25,19.99,0.02,87.36
4.75,-72.75,2021,5,6,23.9,20.37,24.04,0,94.61
5.25,-76.75,2021,5,6,23.74,22.3,23.58,3.86,97.11
5.25,-76.25,2021,5,6,20.66,19.34,20.72,2.98,90.01
5.25,-75.75,2021,5,6,17.55,15.55,17.64,1.07,82.31
5.25,-75.25,2021,5,6,19.25,15.73,19.12,0.56,84.05
5.25,-74.75,2021,5,6,21.51,16.46,21.45,0.36,86.82
5.25,-74.25,2021,5,6,20.96,15.68,21.27,0.06,85.24
5.25,-73.75,2021,5,6,15.14,12.65,15.57,0.01,76.89
5.25,-73.25,2021,5,6,15.57,13.47,16.02,0,79.45
5.25,-72.75,2021,5,6,19.41,16.82,19.72,0,86.62
5.75,-76.75,2021,5,6,23.84,22.43,23.79,8.44,96.87
5.75,-76.25,2021,5,6,20.5,19.22,20.56,7.2,89.25
5.75,-75.75,2021,5,6,18.13,16.01,18.1,2.26,83.24
5.75,-75.25,2021,5,6,20.25,16.4,20.05,0.9,85.4
5.75,-74.75,2021,5,6,23.69,17.66,23.55,0.5,89.72
5.75,-74.25,2021,5,6,24.64,17.53,24.78,0.01,90.34
5.75,-73.75,2021,5,6,18.66,14.2,18.93,0,81.54
5.75,-73.25,2021,5,6,14.77,11.84,15.26,0,76.65
5.75,-72.75,2021,5,6,15.15,12.98,15.55,0,78.37
6.25,-76.75,2021,5,6,23.87,22.32,23.94,13.01,96.31
6.25,-76.25,2021,5,6,20.29,18.85,20.37,11.63,88.19
6.25,-75.75,2021,5,6,17.62,15.64,17.6,3.83,82.14
6.25,-75.25,2021,5,6,19.56,16.61,19.47,1.55,84.82
6.25,-74.75,2021,5,6,24.08,18.49,23.98,0.79,90.97
6.25,-74.25,2021,5,6,27.32,18.95,27.27,0,94.55
6.25,-73.75,2021,5,6,23.6,16.59,23.54,0,88.72
6.25,-73.25,2021,5,6,18.52,13.41,19.1,0,81.1
6.25,-72.75,2021,5,6,14.36,11.25,15.04,0,75.95
6.75,-76.75,2021,5,6,24.23,22.42,24.31,15.54,96.33
6.75,-76.25,2021,5,6,20.63,18.99,20.74,13.18,88.29
6.75,-75.75,2021,5,6,17.92,16,18.04,4.68,82.49
6.75,-75.25,2021,5,6,19.75,17.28,19.79,1.99,85.72
6.75,-74.75,2021,5,6,24.27,19.15,24.24,0.97,92
6.75,-74.25,2021,5,6,28.32,19.64,28.24,0,96.27
6.75,-73.75,2021,5,6,27.48,18.54,27.27,0,94.4
6.75,-73.25,2021,5,6,21.97,15.25,22.71,0,85.7
6.75,-72.75,2021,5,6,15.93,11.82,16.88,0,77.61
7.25,-76.75,2021,5,6,25.07,22.96,25.04,15.62,97.31
7.25,-76.25,2021,5,6,22.05,20.13,22.17,12.16,90.8
7.25,-75.75,2021,5,6,20.98,18.56,21.1,4.57,88.22
7.25,-75.25,2021,5,6,22.73,19.48,22.84,2,91.18
7.25,-74.75,2021,5,6,25.54,20.23,25.61,0.93,94.54
7.25,-74.25,2021,5,6,28.08,19.94,28.06,0,96.24
7.25,-73.75,2021,5,6,29.45,19.51,29.28,0,97.27
7.25,-73.25,2021,5,6,22.44,15.77,23.24,0,86.52
7.25,-72.75,2021,5,6,18.05,13.96,19,0,80.87
3.25,-76.75,2021,5,7,20.92,17.83,22,0.23,88.11
3.25,-76.25,2021,5,7,16.09,13.48,17.01,0.07,78.39
3.25,-75.75,2021,5,7,18.5,15.22,19.18,0.29,82.75
3.25,-75.25,2021,5,7,20.69,16.93,21.07,0.33,86.87
3.25,-74.75,2021,5,7,20.69,17.45,20.94,0.48,87.97
3.25,-74.25,2021,5,7,19.9,17.8,20.08,0.81,88.21
3.25,-73.75,2021,5,7,23.09,21.17,22.87,1.14,94.67
3.25,-73.25,2021,5,7,24.91,22.72,24.78,1.08,97.7
3.25,-72.75,2021,5,7,25.67,23.2,25.63,0.88,98.65
3.75,-76.75,2021,5,7,22.56,19.45,23.62,0.35,91.49
3.75,-76.25,2021,5,7,17.72,14.92,18.62,0.05,81.35
3.75,-75.75,2021,5,7,17.95,14.85,18.75,0.3,81.56
3.75,-75.25,2021,5,7,22.15,17.53,22.56,0.36,88.08
3.75,-74.75,2021,5,7,21.81,17.4,22.09,0.51,88.06
3.75,-74.25,2021,5,7,17.9,15.38,18.25,0.72,83.2
3.75,-73.75,2021,5,7,20.85,18.91,20.89,0.63,89.69
3.75,-73.25,2021,5,7,24.48,21.91,24.5,0.41,96.47
3.75,-72.75,2021,5,7,25.9,22.85,26.11,0.22,98.58
4.25,-76.75,2021,5,7,23.88,20.86,24.69,0.43,94.46
4.25,-76.25,2021,5,7,20.08,17.13,20.84,0.07,86.18
4.25,-75.75,2021,5,7,17.29,14.36,17.98,0.22,80.38
4.25,-75.25,2021,5,7,21.09,16.78,21.53,0.32,86.22
4.25,-74.75,2021,5,7,21.41,17.05,21.68,0.43,87.18
4.25,-74.25,2021,5,7,17.44,14.66,17.66,0.48,81.67
4.25,-73.75,2021,5,7,17.55,15.89,17.74,0.27,83.09
4.25,-73.25,2021,5,7,23.09,20.07,23.22,0.11,93.62
4.25,-72.75,2021,5,7,25.75,21.98,26.19,0.03,97.86
4.75,-76.75,2021,5,7,24.45,21.79,24.75,0.68,96.44
4.75,-76.25,2021,5,7,21.51,18.71,21.97,0.24,89.57
4.75,-75.75,2021,5,7,17.47,14.49,17.92,0.14,80.63
4.75,-75.25,2021,5,7,19.38,15.77,19.74,0.17,83.67
4.75,-74.75,2021,5,7,20.4,16.52,20.72,0.21,85.73
4.75,-74.25,2021,5,7,18.18,14.89,18.51,0.18,82.39
4.75,-73.75,2021,5,7,14.89,13.16,15.07,0.07,77.73
4.75,-73.25,2021,5,7,19.91,16.71,20.15,0.02,87.35
4.75,-72.75,2021,5,7,24.19,19.85,24.77,0,94.58
5.25,-76.75,2021,5,7,24.55,22.15,24.59,1.32,97.09
5.25,-76.25,2021,5,7,21.58,18.99,21.93,0.74,89.98
5.25,-75.75,2021,5,7,18.33,15.28,18.53,0.22,82.29
5.25,-75.25,2021,5,7,19.59,15.97,19.72,0.09,84.05
5.25,-74.75,2021,5,7,21.28,16.93,21.6,0.07,86.84
5.25,-74.25,2021,5,7,20.36,15.86,20.92,0.04,85.27
5.25,-73.75,2021,5,7,14.85,12.25,15.15,0.01,76.9
5.25,-73.25,2021,5,7,15.77,12.67,16.38,0,79.44
5.25,-72.75,2021,5,7,19.87,15.74,20.58,0,86.58
5.75,-76.75,2021,5,7,24.46,22.14,24.57,2.29,96.85
5.75,-76.25,2021,5,7,21.27,18.75,21.61,1.37,89.22
5.75,-75.75,2021,5,7,18.66,15.65,18.7,0.38,83.22
5.75,-75.25,2021,5,7,20.19,16.61,20.18,0.11,85.41
5.75,-74.75,2021,5,7,22.97,18.19,23.15,0.06,89.76
5.75,-74.25,2021,5,7,23.57,17.87,23.99,0.01,90.4
5.75,-73.75,2021,5,7,17.98,14.06,18.33,0,81.58
5.75,-73.25,2021,5,7,14.36,11.05,15.1,0,76.66
5.75,-72.75,2021,5,7,15.11,11.56,15.98,0,78.35
6.25,-76.75,2021,5,7,24.22,21.98,24.45,3.92,96.31
6.25,-76.25,2021,5,7,20.81,18.23,21.19,2.02,88.18
6.25,-75.75,2021,5,7,17.97,15.06,18.08,0.56,82.14
6.25,-75.25,2021,5,7,19.64,16.39,19.68,0.16,84.84
6.25,-74.75,2021,5,7,23.4,18.81,23.48,0.08,91.03
6.25,-74.25,2021,5,7,25.79,19.74,25.92,0,94.64
6.25,-73.75,2021,5,7,22.26,17.38,22.38,0,88.8
6.25,-73.25,2021,5,7,17.34,12.87,17.95,0,81.15
6.25,-72.75,2021,5,7,13.97,9.82,15.26,0,75.96
6.75,-76.75,2021,5,7,24.22,22.09,24.49,7.16,96.34
6.75,-76.25,2021,5,7,20.77,18.27,21.23,3.38,88.3
6.75,-75.75,2021,5,7,18.02,15.4,18.27,0.94,82.51
6.75,-75.25,2021,5,7,19.94,16.85,20.04,0.26,85.74
6.75,-74.75,2021,5,7,23.72,19.3,23.75,0.12,92.04
6.75,-74.25,2021,5,7,26.53,20.59,26.58,0,96.35
6.75,-73.75,2021,5,7,25.62,19.69,25.67,0,94.49
6.75,-73.25,2021,5,7,20.66,14.51,21.31,0,85.74
6.75,-72.75,2021,5,7,15.68,10.17,17.23,0,77.63
7.25,-76.75,2021,5,7,24.68,22.77,24.83,10.13,97.33
7.25,-76.25,2021,5,7,21.88,19.63,22.25,5.06,90.81
7.25,-75.75,2021,5,7,20.93,18.26,21.12,1.43,88.25
7.25,-75.25,2021,5,7,22.67,19.4,22.78,0.34,91.2
7.25,-74.75,2021,5,7,24.9,20.47,24.97,0.13,94.57
7.25,-74.25,2021,5,7,26.59,20.51,26.65,0,96.3
7.25,-73.75,2021,5,7,27.89,20.19,27.98,0,97.34
7.25,-73.25,2021,5,7,21.8,14.53,22.69,0,86.56
7.25,-72.75,2021,5,7,18.19,11.89,19.72,0,80.9
3.25,-76.75,2021,5,8,20.43,18.38,20.75,2.26,88.07
3.25,-76.25,2021,5,8,15.45,13.43,15.9,2.43,78.37
3.25,-75.75,2021,5,8,17.61,14.98,18.16,2.66,82.79
3.25,-75.25,2021,5,8,19.87,16.65,20.2,2.61,86.93
3.25,-74.75,2021,5,8,20.08,17.17,20.29,3.02,88.03
3.25,-74.25,2021,5,8,19.52,17.49,19.73,4.02,88.28
3.25,-73.75,2021,5,8,22.96,20.78,22.9,5.14,94.75
3.25,-73.25,2021,5,8,24.64,22.14,24.65,4.66,97.79
3.25,-72.75,2021,5,8,25.45,22.73,25.6,3.98,98.73
3.75,-76.75,2021,5,8,22.16,20.13,22.74,2,91.44
3.75,-76.25,2021,5,8,17.39,15.18,17.91,2.13,81.31
3.75,-75.75,2021,5,8,16.94,14.61,17.53,2.59,81.59
3.75,-75.25,2021,5,8,21.13,17.39,21.48,2.7,88.14
3.75,-74.75,2021,5,8,21.05,17.41,21.36,2.75,88.11
3.75,-74.25,2021,5,8,17.4,15.26,17.84,2.77,83.23
3.75,-73.75,2021,5,8,20.48,18.28,20.66,2.49,89.77
3.75,-73.25,2021,5,8,24.38,21.26,24.49,1.85,96.56
3.75,-72.75,2021,5,8,25.84,22.38,26.06,1.19,98.66
4.25,-76.75,2021,5,8,23.63,21.3,24.19,1.44,94.41
4.25,-76.25,2021,5,8,20,17.44,20.34,1.64,86.13
4.25,-75.75,2021,5,8,16.29,14.13,16.67,2,80.4
4.25,-75.25,2021,5,8,20.01,16.64,20.41,2.23,86.26
4.25,-74.75,2021,5,8,20.76,17.08,21.19,2.02,87.2
4.25,-74.25,2021,5,8,17.21,14.52,17.69,1.4,81.69
4.25,-73.75,2021,5,8,17.15,14.99,17.64,0.72,83.16
4.25,-73.25,2021,5,8,22.92,19.32,23.1,0.39,93.7
4.25,-72.75,2021,5,8,25.46,21.51,25.73,0.16,97.96
4.75,-76.75,2021,5,8,24.41,22.14,24.52,1.02,96.38
4.75,-76.25,2021,5,8,21.41,19.16,21.43,1.09,89.52
4.75,-75.75,2021,5,8,16.61,14.39,16.73,1.27,80.63
4.75,-75.25,2021,5,8,18.55,15.41,18.84,1.38,83.68
4.75,-74.75,2021,5,8,20.13,16.2,20.65,1.1,85.73
4.75,-74.25,2021,5,8,18.39,14.6,19.11,0.5,82.39
4.75,-73.75,2021,5,8,14.5,12.34,15.21,0.12,77.78
4.75,-73.25,2021,5,8,19.2,16.05,19.51,0.03,87.42
4.75,-72.75,2021,5,8,23.53,19.49,23.91,0,94.69
5.25,-76.75,2021,5,8,24.67,22.45,24.56,0.8,97.03
5.25,-76.25,2021,5,8,21.37,19.62,21.36,0.6,89.93
5.25,-75.75,2021,5,8,17.73,15.41,17.72,0.65,82.29
5.25,-75.25,2021,5,8,19.44,15.34,19.49,0.61,84.02
5.25,-74.75,2021,5,8,21.62,16.19,22.01,0.4,86.81
5.25,-74.25,2021,5,8,20.71,15.59,21.5,0.12,85.25
5.25,-73.75,2021,5,8,14.41,11.98,14.98,0.02,76.9
5.25,-73.25,2021,5,8,14.81,12.44,15.27,0,79.48
5.25,-72.75,2021,5,8,19.13,15.63,19.66,0,86.67
5.75,-76.75,2021,5,8,24.64,22.32,24.65,0.71,96.78
5.75,-76.25,2021,5,8,21.15,19.28,21.26,0.24,89.16
5.75,-75.75,2021,5,8,18.51,15.86,18.41,0.24,83.21
5.75,-75.25,2021,5,8,20.72,15.79,20.62,0.17,85.37
5.75,-74.75,2021,5,8,23.61,17.26,23.74,0.09,89.71
5.75,-74.25,2021,5,8,23.52,17.72,23.9,0.02,90.36
5.75,-73.75,2021,5,8,17.27,13.93,17.49,0,81.54
5.75,-73.25,2021,5,8,13.66,10.89,14,0,76.66
5.75,-72.75,2021,5,8,14.69,11.89,15.22,0,78.4
6.25,-76.75,2021,5,8,24.5,22.11,24.69,0.63,96.23
6.25,-76.25,2021,5,8,20.99,18.59,21.28,0.05,88.11
6.25,-75.75,2021,5,8,18.19,15.16,18.26,0.05,82.11
6.25,-75.25,2021,5,8,20.28,15.57,20.25,0.03,84.8
6.25,-74.75,2021,5,8,23.83,17.97,23.81,0.01,90.98
6.25,-74.25,2021,5,8,25.37,19.61,25.37,0,94.59
6.25,-73.75,2021,5,8,21.33,16.87,21.27,0,88.74
6.25,-73.25,2021,5,8,17.03,12.64,17.16,0,81.11
6.25,-72.75,2021,5,8,14.01,10.74,14.55,0,75.96
6.75,-76.75,2021,5,8,24.71,22.3,24.93,0.32,96.25
6.75,-76.25,2021,5,8,21.21,18.64,21.62,0.01,88.23
6.75,-75.75,2021,5,8,18.48,15.21,18.82,0,82.47
6.75,-75.25,2021,5,8,20.55,16.05,20.64,0,85.7
6.75,-74.75,2021,5,8,24.01,18.63,23.97,0,92
6.75,-74.25,2021,5,8,26.11,20.55,26.08,0,96.31
6.75,-73.75,2021,5,8,24.71,19.46,24.65,0,94.45
6.75,-73.25,2021,5,8,20.36,14.94,20.63,0,85.7
6.75,-72.75,2021,5,8,15.58,11.59,16.24,0,77.61
7.25,-76.75,2021,5,8,25.34,22.93,25.46,0.04,97.24
7.25,-76.25,2021,5,8,22.44,19.78,22.77,0,90.74
7.25,-75.75,2021,5,8,21.79,17.69,21.98,0,88.18
7.25,-75.25,2021,5,8,23.63,18.57,23.7,0,91.14
7.25,-74.75,2021,5,8,25.44,19.99,25.47,0,94.51
7.25,-74.25,2021,5,8,26.36,20.7,26.4,0,96.25
7.25,-73.75,2021,5,8,27.17,20.59,27.21,0,97.3
7.25,-73.25,2021,5,8,21.22,15.6,21.84,0,86.52
7.25,-72.75,2021,5,8,17.45,13.46,18.29,0,80.88
3.25,-76.75,2021,5,9,20.91,18,21.34,1.71,87.97
3.25,-76.25,2021,5,9,15.65,12.97,16.03,1.52,78.32
3.25,-75.75,2021,5,9,17.58,14.93,17.93,1.51,82.76
3.25,-75.25,2021,5,9,19.91,16.87,20.04,1.7,86.88
3.25,-74.75,2021,5,9,20.18,17.55,20.2,1.77,87.98
3.25,-74.25,2021,5,9,19.56,17.88,19.54,1.65,88.25
3.25,-73.75,2021,5,9,22.8,20.91,22.49,1.49,94.73
3.25,-73.25,2021,5,9,24.47,22.06,24.17,1.21,97.79
3.25,-72.75,2021,5,9,25.43,22.66,25.33,0.89,98.73
3.75,-76.75,2021,5,9,22.75,19.98,23.33,2.06,91.33
3.75,-76.25,2021,5,9,17.66,14.86,18.1,1.61,81.25
3.75,-75.75,2021,5,9,17.05,14.61,17.45,1.26,81.56
3.75,-75.25,2021,5,9,21.33,17.52,21.55,1.24,88.08
3.75,-74.75,2021,5,9,21.35,17.61,21.53,1.08,88.05
3.75,-74.25,2021,5,9,17.66,15.53,17.87,0.72,83.19
3.75,-73.75,2021,5,9,20.48,18.49,20.46,0.48,89.75
3.75,-73.25,2021,5,9,23.81,21.22,23.8,0.33,96.55
3.75,-72.75,2021,5,9,25.4,22.35,25.5,0.19,98.66
4.25,-76.75,2021,5,9,24.11,21.43,24.6,2.26,94.29
4.25,-76.25,2021,5,9,20.46,17.4,20.76,1.75,86.04
4.25,-75.75,2021,5,9,16.63,14.11,17.02,1.23,80.36
4.25,-75.25,2021,5,9,20.49,16.8,20.89,1.04,86.21
4.25,-74.75,2021,5,9,21.39,17.32,21.73,0.75,87.13
4.25,-74.25,2021,5,9,17.82,14.73,18.09,0.33,81.63
4.25,-73.75,2021,5,9,17.41,15.23,17.77,0.11,83.15
4.25,-73.25,2021,5,9,22.89,19.47,23,0.05,93.69
4.25,-72.75,2021,5,9,25.34,21.59,25.6,0.01,97.95
4.75,-76.75,2021,5,9,24.56,22.39,24.7,2.49,96.26
4.75,-76.25,2021,5,9,22.1,19.17,22.29,1.62,89.42
4.75,-75.75,2021,5,9,17.21,14.39,17.48,1.04,80.58
4.75,-75.25,2021,5,9,19.23,15.8,19.64,0.79,83.63
4.75,-74.75,2021,5,9,20.93,16.63,21.46,0.5,85.67
4.75,-74.25,2021,5,9,19.18,14.71,19.78,0.15,82.34
4.75,-73.75,2021,5,9,14.93,12.47,15.58,0.02,77.78
4.75,-73.25,2021,5,9,19.98,16.52,20.22,0.01,87.41
4.75,-72.75,2021,5,9,23.89,19.87,24.23,0,94.68
5.25,-76.75,2021,5,9,24.39,22.78,24.38,2.76,96.92
5.25,-76.25,2021,5,9,22.04,19.55,22.3,1.07,89.83
5.25,-75.75,2021,5,9,18.58,15.54,18.74,0.64,82.22
5.25,-75.25,2021,5,9,20.14,15.95,20.29,0.42,83.97
5.25,-74.75,2021,5,9,22.36,16.74,22.78,0.23,86.75
5.25,-74.25,2021,5,9,21.63,15.58,22.39,0.05,85.18
5.25,-73.75,2021,5,9,15.03,11.83,15.69,0,76.88
5.25,-73.25,2021,5,9,15.71,12.99,16.26,0,79.47
5.25,-72.75,2021,5,9,19.44,16.31,19.88,0,86.68
5.75,-76.75,2021,5,9,24.14,22.75,24.14,3.01,96.67
5.75,-76.25,2021,5,9,21.49,19.26,21.64,0.43,89.08
5.75,-75.75,2021,5,9,19.33,16.05,19.38,0.25,83.15
5.75,-75.25,2021,5,9,21.48,16.23,21.39,0.13,85.31
5.75,-74.75,2021,5,9,24.47,17.51,24.53,0.05,89.64
5.75,-74.25,2021,5,9,24.73,17.46,25.11,0.01,90.27
5.75,-73.75,2021,5,9,18.63,13.55,18.94,0,81.49
5.75,-73.25,2021,5,9,14.83,11.37,15.45,0,76.63
5.75,-72.75,2021,5,9,15.06,12.48,15.66,0,78.42
6.25,-76.75,2021,5,9,24.07,22.64,24.08,2.79,96.12
6.25,-76.25,2021,5,9,20.97,18.67,20.94,0.09,88.03
6.25,-75.75,2021,5,9,18.6,15.32,18.69,0.05,82.07
6.25,-75.25,2021,5,9,21.16,15.65,21.07,0.02,84.75
6.25,-74.75,2021,5,9,25.22,17.63,25.1,0,90.9
6.25,-74.25,2021,5,9,27.27,18.79,27.29,0,94.49
6.25,-73.75,2021,5,9,23.69,16.28,23.61,0,88.65
6.25,-73.25,2021,5,9,18.95,12.74,19.55,0,81.06
6.25,-72.75,2021,5,9,14.82,10.89,15.81,0,75.96
6.75,-76.75,2021,5,9,24.27,22.82,24.27,1.4,96.14
6.75,-76.25,2021,5,9,21.09,18.75,21.1,0,88.14
6.75,-75.75,2021,5,9,18.73,15.45,18.95,0,82.41
6.75,-75.25,2021,5,9,21.73,15.98,21.78,0,85.63
6.75,-74.75,2021,5,9,26.16,17.89,26.08,0,91.89
6.75,-74.25,2021,5,9,28.9,19.19,28.85,0,96.17
6.75,-73.75,2021,5,9,27.67,18.4,27.58,0,94.32
6.75,-73.25,2021,5,9,22.88,14.21,23.72,0,85.64
6.75,-72.75,2021,5,9,16.75,11.16,18.08,0,77.59
7.25,-76.75,2021,5,9,24.84,23.24,24.87,0.16,97.13
7.25,-76.25,2021,5,9,22.46,19.99,22.65,0,90.64
7.25,-75.75,2021,5,9,22.22,18.06,22.41,0,88.09
7.25,-75.25,2021,5,9,25.18,18.32,25.32,0,91.03
7.25,-74.75,2021,5,9,28.02,18.98,28.07,0,94.38
7.25,-74.25,2021,5,9,29.42,19.24,29.41,0,96.1
7.25,-73.75,2021,5,9,30.07,19.25,30.1,0,97.16
7.25,-73.25,2021,5,9,23.45,14.54,24.6,0,86.46
7.25,-72.75,2021,5,9,18.73,12.81,20.19,0,80.85
3.25,-76.75,2021,5,10,21.33,17.99,21.81,0.56,87.88
3.25,-76.25,2021,5,10,15.71,12.81,16.03,0.13,78.25
3.25,-75.75,2021,5,10,17.33,14.93,17.72,0.18,82.73
3.25,-75.25,2021,5,10,19.39,16.57,19.53,0.21,86.85
3.25,-74.75,2021,5,10,19.48,16.99,19.42,0.23,87.95
3.25,-74.25,2021,5,10,18.87,17.35,18.72,0.23,88.23
3.25,-73.75,2021,5,10,22.48,20.64,22.09,0.15,94.71
3.25,-73.25,2021,5,10,24.49,21.86,24.34,0.06,97.77
3.25,-72.75,2021,5,10,25.32,22.39,25.51,0.04,98.7
3.75,-76.75,2021,5,10,22.87,20.01,23.45,0.78,91.23
3.75,-76.25,2021,5,10,17.71,14.5,18.09,0.12,81.16
3.75,-75.75,2021,5,10,16.75,14.37,17.15,0.16,81.53
3.75,-75.25,2021,5,10,20.92,16.98,21.12,0.19,88.05
3.75,-74.75,2021,5,10,20.86,16.94,20.94,0.19,88.01
3.75,-74.25,2021,5,10,17.13,15.08,17.2,0.16,83.16
3.75,-73.75,2021,5,10,20.21,18.45,20.08,0.08,89.74
3.75,-73.25,2021,5,10,24.08,21.32,24.06,0.03,96.53
3.75,-72.75,2021,5,10,25.47,22.22,25.79,0.01,98.64
4.25,-76.75,2021,5,10,24.21,21.7,24.72,0.9,94.18
4.25,-76.25,2021,5,10,20.74,17.11,21.03,0.12,85.94
4.25,-75.75,2021,5,10,16.41,13.71,16.76,0.13,80.32
4.25,-75.25,2021,5,10,20.23,16.17,20.51,0.15,86.16
4.25,-74.75,2021,5,10,21.23,16.66,21.4,0.13,87.08
4.25,-74.25,2021,5,10,17.68,14.33,17.82,0.08,81.58
4.25,-73.75,2021,5,10,17.12,15.28,17.38,0.03,83.14
4.25,-73.25,2021,5,10,22.83,19.88,22.93,0.01,93.67
4.25,-72.75,2021,5,10,25.21,21.71,25.54,0,97.93
4.75,-76.75,2021,5,10,24.94,22.83,25.12,2.16,96.15
4.75,-76.25,2021,5,10,22.81,19.12,23.03,0.13,89.31
4.75,-75.75,2021,5,10,17.18,14.03,17.44,0.11,80.52
4.75,-75.25,2021,5,10,18.99,15.28,19.27,0.11,83.58
4.75,-74.75,2021,5,10,20.83,16.09,21.13,0.08,85.61
4.75,-74.25,2021,5,10,19.18,14.29,19.53,0.03,82.27
4.75,-73.75,2021,5,10,14.42,12.3,14.89,0,77.75
4.75,-73.25,2021,5,10,19.45,16.71,19.72,0,87.39
4.75,-72.75,2021,5,10,23.55,19.96,23.95,0,94.66
5.25,-76.75,2021,5,10,24.99,23.2,25.01,7.44,96.81
5.25,-76.25,2021,5,10,22.87,19.64,23.12,0.1,89.74
5.25,-75.75,2021,5,10,18.68,15.32,18.86,0.07,82.15
5.25,-75.25,2021,5,10,20.02,15.54,20.17,0.06,83.92
5.25,-74.75,2021,5,10,22.41,16.17,22.68,0.03,86.68
5.25,-74.25,2021,5,10,21.8,14.92,22.27,0.01,85.1
5.25,-73.75,2021,5,10,14.59,11.31,15.06,0,76.84
5.25,-73.25,2021,5,10,15.28,12.74,15.84,0,79.45
5.25,-72.75,2021,5,10,19.18,16.04,19.72,0,86.66
5.75,-76.75,2021,5,10,24.63,23.17,24.63,15.5,96.57
5.75,-76.25,2021,5,10,22.08,19.37,22.24,0.04,89
5.75,-75.75,2021,5,10,19.45,15.97,19.52,0.03,83.08
5.75,-75.25,2021,5,10,21.7,16.05,21.74,0.02,85.25
5.75,-74.75,2021,5,10,25.09,17.12,25.21,0.01,89.55
5.75,-74.25,2021,5,10,25.59,16.84,25.82,0,90.16
5.75,-73.75,2021,5,10,18.82,13.03,19.12,0,81.42
5.75,-73.25,2021,5,10,14.72,10.89,15.33,0,76.58
5.75,-72.75,2021,5,10,14.82,11.89,15.51,0,78.39
6.25,-76.75,2021,5,10,24.27,23.01,24.27,16,96.02
6.25,-76.25,2021,5,10,21.24,18.81,21.23,0.01,87.95
6.25,-75.75,2021,5,10,18.79,15.39,18.84,0.01,82
6.25,-75.25,2021,5,10,21.64,15.78,21.72,0,84.68
6.25,-74.75,2021,5,10,26.18,17.71,26.23,0,90.8
6.25,-74.25,2021,5,10,28.5,18.71,28.51,0,94.36
6.25,-73.75,2021,5,10,24.37,16.05,24.44,0,88.54
6.25,-73.25,2021,5,10,19.16,12.17,19.85,0,80.99
6.25,-72.75,2021,5,10,14.74,10.2,15.84,0,75.91
6.75,-76.75,2021,5,10,24.27,23.06,24.27,7.13,96.05
6.75,-76.25,2021,5,10,21.23,18.97,21.18,0.01,88.06
6.75,-75.75,2021,5,10,18.93,15.72,19.07,0,82.34
6.75,-75.25,2021,5,10,22.15,16.34,22.28,0,85.55
6.75,-74.75,2021,5,10,26.85,18.23,26.91,0,91.8
6.75,-74.25,2021,5,10,29.75,19.39,29.75,0,96.06
6.75,-73.75,2021,5,10,28.27,18.38,28.28,0,94.21
6.75,-73.25,2021,5,10,23.27,13.79,24.39,0,85.56
6.75,-72.75,2021,5,10,16.79,10.73,18.22,0,77.54
